state	Tree Height	Time of maximum lineages	Slope ratio for LTT plot	Colless tree-imbalance	External/Internal ratio	
37	0.129456255330532	0.00841454553221023	0.06951773521896248	0.16579476861167003	0.8668973402412545	
38	0.13255745026904053	0.00825656956301278	0.06642406325776253	0.14688128772635814	0.6559824858574006	
39	0.15535388191524258	0.00832133991360065	0.05659522579367312	0.12917505030181087	0.7073357359306769	
40	0.37415022556827415	0.011063439535939246	0.030470509975964767	0.19396378269617706	0.33798470652765605	
41	0.39674419602123956	0.00826159729229825	0.021266325233946122	0.11509054325955734	0.32537242038064695	
42	0.08251415390055397	0.00833032044235782	0.11229293572503363	0.14245472837022133	0.9316197686289271	
43	0.1363469401722169	0.008306186827242684	0.06487143046451556	0.12032193158953722	0.9680868284595718	
44	0.1848938851908634	0.008307356143359479	0.04704411026236718	0.21971830985915491	0.857059921937408	
45	0.10391712539536312	0.008692955630632354	0.09128938222417625	0.20402414486921527	0.8087423969372824	
46	0.30944143771587945	0.008684039493142726	0.028873901504864886	0.15412474849094568	0.5638471730386414	
47	0.32135790426908556	0.008514543344780301	0.02721663429143525	0.1340040241448692	0.5887610488462002	
48	0.30379707535966655	0.008282745340199404	0.028028235854598915	0.19557344064386317	0.6331809036092795	
49	0.4020696090233358	0.00860865700636465	0.02187931727973182	0.12354124748490945	0.43974934970686635	
50	0.22179380959495587	0.008229295339167941	0.03853306513886314	0.1501006036217304	0.61794854224571	
51	0.38280610133232656	0.008697899410626486	0.023249689169998294	0.1738430583501006	0.5713520924848171	
52	0.22910601869692432	0.008402874870211657	0.03807319970398455	0.16539235412474848	0.4394167183095857	
53	0.17251002385562134	0.008256227156200113	0.05026506127775374	0.17585513078470824	0.4914201140500482	
54	0.09735484219747567	0.008245843416826895	0.09253659596293871	0.24305835010060362	0.984971551926197	
55	0.1549683975445812	0.00831056045347281	0.05666632358903556	0.1891348088531187	0.7553671587891222	
56	0.1422541002897256	0.008256228836428015	0.0616146267614823	0.1879275653923541	0.7245329356219677	
57	0.2414034303275032	0.008420792072031835	0.03614343169553357	0.1573440643863179	0.5414125721799177	
58	0.11427877909588835	0.008260928070925364	0.07792016147337531	0.22293762575452716	0.6454364553232245	
59	0.2853238802925948	0.008414327319194781	0.030386554847398356	0.16861167002012073	0.5446355519193272	
60	0.46586530588260316	0.008541777857660693	0.018677757286073467	0.1847082494969819	0.3297025745551117	
61	0.17259734810248498	0.008264210586445664	0.05028937383757465	0.1822937625754527	0.6450324472734228	
62	0.2455892139432048	0.008371983193728921	0.03529247503344535	0.1907444668008048	0.5453975801738044	
63	0.4861854476526292	0.008345333948192868	0.01746469940226659	0.16056338028169015	0.45192031487563783	
64	0.31409506551223176	0.008520272093179126	0.027882771343298522	0.1835010060362173	0.8975129674433701	
65	0.14733316057318743	0.008323253751091803	0.05987525595383553	0.20643863179074445	0.891767064174615	
66	0.13634822702420019	0.008404297154894047	0.06568734572620193	0.18832997987927566	0.937147508607789	
67	0.19767552366985053	0.008294850495282252	0.04379987860554378	0.18953722334004025	0.6855347593217617	
68	0.12360844163045477	0.008332315772459617	0.0722813653776318	0.16498993963782696	0.820058967027751	
69	0.2224058581527769	0.008240340884961422	0.03847650634932429	0.11549295774647887	0.6127210460210484	
70	0.1657459223933302	0.00826402234560647	0.05247601370762049	0.14446680080482896	0.6191221963935973	
71	0.190298614076068	0.008354377084847736	0.045917239386103106	0.22012072434607646	0.9802323777409709	
72	0.3492313608793838	0.008232476167468195	0.02414223780943799	0.14124748490945674	0.43402288460516497	
73	0.23093762886615388	0.008449937625358589	0.03797934878210112	0.16659959758551307	0.5087413410841004	
74	0.167431183109863	0.008295677747955144	0.05212964717766167	0.1561368209255533	0.5505514773688224	
75	0.18432298865169286	0.008231355326505096	0.04674472699849562	0.14325955734406437	0.4802354469308617	
76	0.21993932935851318	0.008295492224954543	0.03919552932561717	0.21488933601609658	0.9856937238170701	
77	0.28360547043574447	0.011484143719348361	0.04220229210964084	0.13360160965794768	0.6055115618446324	
78	0.23625754686887634	0.008352742553839887	0.03665013810895253	0.17022132796780684	1.0587072969824656	
79	0.14466101665684225	0.008244215700324464	0.06043402016847081	0.179476861167002	0.9293780987252303	
80	0.16799674497184977	0.008414987694793485	0.05273151416790008	0.16901408450704225	0.5385563682312529	
81	0.27926351493335855	0.008450711260815258	0.031204991589073982	0.12877263581488935	0.7713272717334854	
82	0.13245851087416632	0.008458333625640094	0.06821227044448135	0.17706237424547283	0.8428371414121556	
83	0.1651406164326003	0.00874628548458789	0.05592456856697237	0.17585513078470824	0.7674038326465624	
84	0.15498124604682584	0.0083869605548334	0.05721205657291143	0.17263581488933602	0.7247298907162288	
85	0.11609903956038702	0.008470511221258858	0.07870135689832172	0.2881287726358149	1.0103680391808667	
86	0.37028611974784603	0.008310823509349974	0.02295964281461404	0.1340040241448692	0.45329139182985495	
87	0.15373587357108143	0.008358129378027768	0.05749249601045282	0.21448692152917503	0.9388651185015431	
88	0.30419596020360284	0.00826741775885409	0.02793720974176614	0.13199195171026157	0.5990817312169875	
89	0.13965764600855998	0.008357682226044494	0.06365334753548076	0.16901408450704225	0.7333098959989839	
90	0.13334784845747283	0.008331132647521944	0.06664014962756537	0.13561368209255534	0.7725350104926892	
91	0.1652640685439261	0.008233803930875166	0.0524345033179728	0.13883299798792756	0.6273689522122882	
92	0.2565973620706148	0.008356714677614646	0.03366376443735575	0.1738430583501006	0.610873029652225	
93	0.1717918882707523	0.008321589314968458	0.05090581817079393	0.15533199195171027	0.7082910454444543	
94	0.13066958051731406	0.008265244153239523	0.06752411228843816	0.12112676056338027	0.8067087096068462	
95	0.26462613302995724	0.00827076356128964	0.03226288405205616	0.1476861167002012	0.5653149078727393	
96	0.22778410060168952	0.008632475181624993	0.03939042279553471	0.13319919517102616	0.6501827166925115	
97	0.32457612319743556	0.008451502855513382	0.026734718878814907	0.15935613682092556	0.5377343444807997	
98	0.23361315367638305	0.008237397817430853	0.036549618152300706	0.22575452716297786	0.49395969777558646	
99	0.36051104267997164	0.008342265465295762	0.023688259735219125	0.19718309859154928	0.9999919216221947	
100	0.20362391588566744	0.008230194099701577	0.04212107750686547	0.1617706237424547	0.5154555698851647	
